price,borough,room_type,min_nights,num_reviews,host_count
125,Brooklyn,Entire home/apt,3,27,1
55,Queens,Private room,1,16,3
150,Brooklyn,Entire home/apt,3,19,1
145,Brooklyn,Entire home/apt,2,4,1
125,Brooklyn,Entire home/apt,2,6,1
57,Brooklyn,Private room,2,12,1
40,Brooklyn,Private room,1,4,1
55,Queens,Private room,5,28,5
90,Brooklyn,Entire home/apt,3,17,1
56,Brooklyn,Private room,3,17,1
100,Brooklyn,Entire home/apt,14,0,1
65,Brooklyn,Private room,3,2,1
77,Brooklyn,Private room,14,9,1
120,Brooklyn,Entire home/apt,2,163,1
150,Queens,Entire home/apt,3,7,3
200,Brooklyn,Entire home/apt,3,1,1
800,Brooklyn,Entire home/apt,7,2,1
70,Brooklyn,Private room,1,2,2
89,Brooklyn,Private room,1,0,2
125,Brooklyn,Private room,3,0,3
149,Brooklyn,Entire home/apt,1,39,1
139,Brooklyn,Entire home/apt,2,190,1
150,Brooklyn,Entire home/apt,7,108,2
55,Brooklyn,Private room,6,7,1
108,Brooklyn,Entire home/apt,2,19,1
200,Brooklyn,Entire home/apt,2,15,1
29,Brooklyn,Private room,1,0,1
140,Brooklyn,Entire home/apt,3,30,1
100,Brooklyn,Entire home/apt,1,11,1
55,Brooklyn,Private room,5,4,1
45,Brooklyn,Private room,6,30,1
85,Brooklyn,Entire home/apt,30,1,26
160,Queens,Entire home/apt,3,29,3
175,Brooklyn,Entire home/apt,30,1,1
130,Brooklyn,Entire home/apt,1,16,2
800,Brooklyn,Entire home/apt,4,122,1
135,Brooklyn,Entire home/apt,20,2,2
179,Brooklyn,Entire home/apt,31,59,1
25,Brooklyn,Private room,1,0,1
795,Brooklyn,Entire home/apt,6,0,1
1333,Brooklyn,Private room,50,0,1
85,Brooklyn,Private room,4,0,1
125,Brooklyn,Private room,2,1,1
165,Brooklyn,Entire home/apt,4,37,1
108,Brooklyn,Entire home/apt,2,26,1
160,Brooklyn,Entire home/apt,1,0,1
45,Brooklyn,Private room,14,15,1
55,Queens,Private room,1,5,4
125,Brooklyn,Entire home/apt,5,2,1
900,Brooklyn,Entire home/apt,1,0,1
200,Brooklyn,Entire home/apt,3,45,1
99,Brooklyn,Entire home/apt,3,207,1
110,Brooklyn,Private room,3,38,1
35,Brooklyn,Private room,1,174,5
190,Brooklyn,Entire home/apt,31,23,1
74,Brooklyn,Private room,1,241,4
89,Brooklyn,Entire home/apt,14,4,2
230,Brooklyn,Entire home/apt,2,203,4
91,Brooklyn,Entire home/apt,10,26,1
239,Brooklyn,Entire home/apt,3,19,1
825,Brooklyn,Entire home/apt,3,2,2
200,Brooklyn,Entire home/apt,10,5,1
65,Brooklyn,Private room,3,124,1
103,Brooklyn,Entire home/apt,7,14,1
100,Brooklyn,Entire home/apt,2,11,1
250,Brooklyn,Entire home/apt,3,12,1
185,Brooklyn,Entire home/apt,4,8,1
130,Brooklyn,Entire home/apt,1,7,1
73,Brooklyn,Private room,3,5,1
255,Brooklyn,Entire home/apt,3,16,1
85,Brooklyn,Private room,5,124,1
130,Brooklyn,Entire home/apt,2,6,1
75,Brooklyn,Entire home/apt,2,0,1
33,Queens,Private room,1,7,3
100,Brooklyn,Entire home/apt,2,4,1
150,Brooklyn,Entire home/apt,2,8,1
175,Brooklyn,Entire home/apt,1,150,1
44,Brooklyn,Private room,2,26,3
145,Brooklyn,Entire home/apt,2,142,1
45,Brooklyn,Private room,2,31,3
50,Brooklyn,Private room,2,31,1
160,Brooklyn,Entire home/apt,1,70,1
70,Brooklyn,Private room,3,36,4
70,Brooklyn,Entire home/apt,28,4,1
140,Brooklyn,Entire home/apt,29,12,1
150,Queens,Entire home/apt,2,45,4
150,Brooklyn,Entire home/apt,7,43,1
175,Brooklyn,Entire home/apt,1,16,1
135,Brooklyn,Entire home/apt,2,86,1
165,Brooklyn,Entire home/apt,2,92,1
345,Brooklyn,Entire home/apt,2,78,1
90,Brooklyn,Entire home/apt,14,0,1
80,Brooklyn,Entire home/apt,30,7,1
36,Brooklyn,Private room,2,6,2
59,Brooklyn,Private room,2,8,1
31,Brooklyn,Private room,55,4,1
99,Brooklyn,Entire home/apt,3,88,2
60,Brooklyn,Private room,1,1,2
75,Brooklyn,Private room,2,20,1
35,Brooklyn,Private room,2,5,26
90,Queens,Entire home/apt,15,0,1
125,Brooklyn,Private room,1,8,1
69,Brooklyn,Private room,2,12,1
215,Brooklyn,Entire home/apt,3,1,2
70,Brooklyn,Private room,7,2,1
215,Brooklyn,Entire home/apt,4,14,1
50,Brooklyn,Private room,3,26,1
170,Brooklyn,Entire home/apt,1,27,1
100,Brooklyn,Entire home/apt,3,0,1
49,Brooklyn,Private room,1,2,1
100,Brooklyn,Entire home/apt,2,64,1
90,Brooklyn,Private room,3,5,1
75,Brooklyn,Private room,2,7,1
65,Brooklyn,Private room,2,21,7
70,Queens,Private room,2,125,5
105,Queens,Entire home/apt,3,7,3
170,Brooklyn,Entire home/apt,6,23,1
105,Brooklyn,Entire home/apt,1,9,1
57,Brooklyn,Private room,2,175,1
225,Brooklyn,Entire home/apt,3,34,1
95,Brooklyn,Entire home/apt,3,0,1
399,Brooklyn,Entire home/apt,4,39,1
50,Brooklyn,Private room,30,0,26
50,Brooklyn,Private room,2,38,1
160,Brooklyn,Entire home/apt,4,6,1
89,Brooklyn,Entire home/apt,1,270,1
100,Brooklyn,Entire home/apt,1,0,2
108,Brooklyn,Entire home/apt,5,9,1
49,Brooklyn,Shared room,2,32,3
119,Brooklyn,Entire home/apt,5,42,1
134,Brooklyn,Entire home/apt,2,15,1
51,Brooklyn,Private room,7,0,1
151,Brooklyn,Entire home/apt,1,1,1
64,Brooklyn,Entire home/apt,2,7,1
130,Brooklyn,Entire home/apt,14,33,1
120,Brooklyn,Entire home/apt,1,2,1
55,Brooklyn,Private room,2,0,1
135,Brooklyn,Entire home/apt,4,82,1
80,Brooklyn,Private room,7,54,2
179,Brooklyn,Entire home/apt,5,0,1
119,Brooklyn,Entire home/apt,2,85,1
30,Brooklyn,Private room,1,170,5
30,Brooklyn,Private room,1,107,5
60,Brooklyn,Private room,4,0,1
195,Brooklyn,Entire home/apt,7,0,1
170,Brooklyn,Entire home/apt,1,90,1
190,Brooklyn,Entire home/apt,2,8,1
88,Brooklyn,Entire home/apt,3,4,1
61,Brooklyn,Private room,3,2,1
125,Brooklyn,Entire home/apt,2,61,3
225,Brooklyn,Entire home/apt,2,23,1
150,Brooklyn,Entire home/apt,5,5,1
70,Brooklyn,Private room,1,51,3
125,Brooklyn,Entire home/apt,2,111,1
250,Brooklyn,Private room,1,0,1
45,Brooklyn,Private room,3,11,1
110,Brooklyn,Entire home/apt,3,14,1
89,Queens,Entire home/apt,1,352,1
150,Brooklyn,Entire home/apt,2,68,1
90,Brooklyn,Entire home/apt,3,5,1
80,Brooklyn,Entire home/apt,2,19,1
75,Brooklyn,Entire home/apt,5,7,1
90,Brooklyn,Private room,2,115,2
83,Brooklyn,Private room,1,202,4
130,Brooklyn,Entire home/apt,2,11,1
57,Brooklyn,Private room,28,2,2
75,Brooklyn,Private room,1,0,3
150,Brooklyn,Entire home/apt,3,2,1
45,Brooklyn,Private room,10,8,1
105,Brooklyn,Entire home/apt,5,227,2
125,Brooklyn,Private room,3,2,3
89,Brooklyn,Entire home/apt,1,2,1
275,Brooklyn,Entire home/apt,3,43,1
49,Brooklyn,Private room,1,136,3
139,Brooklyn,Entire home/apt,4,61,1
65,Brooklyn,Entire home/apt,10,2,1
150,Brooklyn,Entire home/apt,2,8,2
150,Brooklyn,Entire home/apt,3,125,1
71,Brooklyn,Private room,1,85,3
125,Brooklyn,Private room,2,0,1
200,Brooklyn,Entire home/apt,2,4,2
65,Brooklyn,Private room,2,0,1
500,Brooklyn,Entire home/apt,7,11,2
130,Brooklyn,Entire home/apt,3,10,1
65,Brooklyn,Private room,1,6,1
60,Brooklyn,Private room,7,2,2
53,Brooklyn,Private room,2,11,1
130,Brooklyn,Entire home/apt,4,42,1
35,Brooklyn,Private room,2,1,1
98,Brooklyn,Private room,1,9,3
175,Brooklyn,Entire home/apt,1,89,1
32,Brooklyn,Shared room,2,6,5
200,Brooklyn,Entire home/apt,2,13,1
71,Brooklyn,Private room,1,0,1
179,Brooklyn,Entire home/apt,4,28,1
190,Brooklyn,Entire home/apt,2,3,1
145,Brooklyn,Entire home/apt,4,59,1
175,Brooklyn,Entire home/apt,4,99,1
80,Brooklyn,Entire home/apt,3,225,2
225,Brooklyn,Entire home/apt,3,0,1
43,Brooklyn,Private room,4,10,1
130,Brooklyn,Entire home/apt,2,9,1
48,Brooklyn,Private room,3,22,3
120,Brooklyn,Entire home/apt,10,0,1
99,Brooklyn,Entire home/apt,2,37,3
550,Brooklyn,Entire home/apt,3,6,2
220,Brooklyn,Entire home/apt,2,0,1
140,Brooklyn,Entire home/apt,7,2,1
100,Brooklyn,Entire home/apt,5,1,1
65,Brooklyn,Private room,30,31,3
45,Brooklyn,Shared room,2,10,3
55,Queens,Private room,1,12,3
150,Brooklyn,Entire home/apt,2,19,1
75,Brooklyn,Private room,1,152,2
60,Brooklyn,Private room,30,44,8
80,Brooklyn,Private room,1,2,1
80,Brooklyn,Private room,1,14,2
149,Brooklyn,Entire home/apt,2,20,1
104,Brooklyn,Entire home/apt,1,15,5
120,Brooklyn,Entire home/apt,2,26,1
60,Brooklyn,Private room,1,1,1
45,Brooklyn,Private room,2,22,1
235,Brooklyn,Entire home/apt,5,10,1
95,Brooklyn,Private room,1,0,1
90,Brooklyn,Private room,4,0,1
85,Brooklyn,Entire home/apt,5,268,2
80,Brooklyn,Private room,2,11,1
65,Brooklyn,Private room,3,4,1
80,Brooklyn,Private room,2,37,2
30,Brooklyn,Private room,1,3,1
138,Brooklyn,Entire home/apt,3,95,1
180,Brooklyn,Entire home/apt,2,75,1
37,Brooklyn,Private room,18,2,2
195,Brooklyn,Entire home/apt,2,55,1
40,Brooklyn,Private room,8,32,5
100,Brooklyn,Entire home/apt,28,2,1
38,Brooklyn,Private room,31,0,1
113,Brooklyn,Entire home/apt,4,38,1
199,Brooklyn,Entire home/apt,3,10,1
70,Brooklyn,Private room,1,1,1
60,Brooklyn,Private room,30,0,8
60,Brooklyn,Private room,5,11,3
75,Brooklyn,Entire home/apt,2,1,1
75,Brooklyn,Entire home/apt,3,160,2
250,Brooklyn,Private room,3,0,3
140,Brooklyn,Entire home/apt,3,103,1
65,Brooklyn,Private room,14,6,1
140,Brooklyn,Private room,1,0,3
120,Brooklyn,Entire home/apt,3,3,2
32,Brooklyn,Private room,3,7,1
75,Brooklyn,Private room,10,0,1
51,Brooklyn,Private room,2,39,1
60,Brooklyn,Private room,4,1,1
67,Brooklyn,Private room,2,23,1
50,Brooklyn,Private room,3,2,1
150,Brooklyn,Entire home/apt,7,0,1
45,Brooklyn,Private room,7,1,3
60,Brooklyn,Private room,30,1,8
160,Brooklyn,Entire home/apt,2,68,1
175,Brooklyn,Entire home/apt,3,12,1
50,Queens,Private room,3,10,2
93,Brooklyn,Private room,6,108,1
114,Brooklyn,Entire home/apt,12,27,1
125,Brooklyn,Entire home/apt,3,4,1
80,Brooklyn,Private room,1,1,1
80,Brooklyn,Entire home/apt,5,1,1
195,Brooklyn,Entire home/apt,3,4,1
53,Brooklyn,Private room,2,56,2
300,Brooklyn,Entire home/apt,2,18,1
115,Brooklyn,Entire home/apt,4,13,2
600,Brooklyn,Entire home/apt,4,28,1
1050,Brooklyn,Entire home/apt,3,121,1
60,Brooklyn,Private room,4,0,1
175,Brooklyn,Entire home/apt,7,1,1
45,Brooklyn,Private room,2,1,1
52,Queens,Private room,1,179,2
90,Brooklyn,Private room,4,2,1
90,Brooklyn,Entire home/apt,1,14,5
49,Brooklyn,Private room,2,19,7
91,Brooklyn,Entire home/apt,1,4,2
150,Brooklyn,Entire home/apt,10,10,2
170,Brooklyn,Entire home/apt,1,5,3
102,Brooklyn,Entire home/apt,3,64,1
60,Brooklyn,Private room,1,1,1
150,Brooklyn,Entire home/apt,2,21,3
350,Brooklyn,Entire home/apt,4,10,1
200,Brooklyn,Entire home/apt,3,22,1
45,Brooklyn,Private room,25,1,1
75,Brooklyn,Private room,14,10,1
30,Brooklyn,Private room,2,4,1
200,Brooklyn,Entire home/apt,20,11,1
40,Brooklyn,Private room,14,3,3
180,Brooklyn,Entire home/apt,4,20,1
50,Brooklyn,Entire home/apt,1,2,1
20,Queens,Entire home/apt,1,111,1
99,Queens,Private room,3,0,1
80,Brooklyn,Private room,4,2,1
90,Brooklyn,Private room,4,0,2
45,Brooklyn,Private room,30,0,11
110,Brooklyn,Entire home/apt,2,3,1
96,Brooklyn,Entire home/apt,1,50,2
90,Brooklyn,Private room,3,2,1
135,Brooklyn,Entire home/apt,2,296,1
48,Brooklyn,Private room,15,2,11
50,Brooklyn,Private room,1,0,1
49,Brooklyn,Private room,2,46,4
50,Brooklyn,Private room,2,15,5
30,Brooklyn,Private room,1,163,5
100,Brooklyn,Entire home/apt,3,151,1
999,Brooklyn,Entire home/apt,1,2,4
125,Brooklyn,Entire home/apt,3,20,1
42,Brooklyn,Private room,30,1,27
40,Brooklyn,Private room,18,1,2
59,Queens,Private room,1,3,2
149,Brooklyn,Entire home/apt,5,1,1
40,Brooklyn,Private room,5,2,3
259,Brooklyn,Entire home/apt,6,4,1
120,Brooklyn,Entire home/apt,30,143,1
110,Brooklyn,Entire home/apt,4,15,1
60,Brooklyn,Private room,1,104,3
165,Brooklyn,Entire home/apt,2,0,1
150,Brooklyn,Entire home/apt,3,5,1
95,Brooklyn,Entire home/apt,3,8,1
212,Brooklyn,Private room,3,1,3
42,Brooklyn,Private room,30,1,27
65,Brooklyn,Private room,1,20,2
175,Brooklyn,Entire home/apt,7,32,1
225,Brooklyn,Entire home/apt,4,95,1
265,Brooklyn,Entire home/apt,2,10,1
120,Brooklyn,Entire home/apt,3,3,1
60,Brooklyn,Private room,2,60,3
30,Brooklyn,Private room,1,13,2
62,Brooklyn,Private room,2,29,3
115,Brooklyn,Entire home/apt,3,11,1
45,Brooklyn,Private room,1,0,1
42,Brooklyn,Private room,30,1,27
30,Queens,Private room,1,15,2
350,Brooklyn,Entire home/apt,5,12,1
750,Brooklyn,Entire home/apt,1,15,4
55,Brooklyn,Private room,3,15,1
195,Brooklyn,Entire home/apt,4,5,1
85,Brooklyn,Private room,2,11,2
170,Brooklyn,Entire home/apt,3,7,1
140,Brooklyn,Entire home/apt,7,31,2
31,Brooklyn,Shared room,1,2,5
250,Brooklyn,Entire home/apt,6,0,1
45,Brooklyn,Private room,21,14,2
60,Brooklyn,Private room,4,0,1
65,Brooklyn,Private room,3,1,1
50,Queens,Private room,3,0,1
99,Brooklyn,Private room,1,75,1
100,Brooklyn,Entire home/apt,2,8,1
110,Brooklyn,Private room,3,1,1
65,Brooklyn,Private room,1,0,1
150,Brooklyn,Entire home/apt,5,0,1
44,Brooklyn,Private room,5,1,7
140,Brooklyn,Entire home/apt,2,1,1
85,Brooklyn,Entire home/apt,3,1,1
65,Queens,Private room,1,8,4
130,Brooklyn,Entire home/apt,3,6,1
475,Brooklyn,Entire home/apt,3,23,1
100,Brooklyn,Entire home/apt,2,1,1
38,Brooklyn,Private room,30,0,1
120,Brooklyn,Entire home/apt,2,105,1
250,Brooklyn,Entire home/apt,15,37,2
99,Queens,Entire home/apt,2,129,1
89,Brooklyn,Private room,90,13,1
150,Brooklyn,Entire home/apt,3,45,1
79,Brooklyn,Private room,1,75,3
79,Brooklyn,Entire home/apt,2,4,2
1000,Brooklyn,Entire home/apt,5,1,1
150,Brooklyn,Entire home/apt,30,13,1
35,Brooklyn,Private room,30,1,27
42,Brooklyn,Private room,30,1,27
165,Brooklyn,Private room,1,0,4
125,Brooklyn,Entire home/apt,3,4,1
165,Brooklyn,Entire home/apt,10,36,4
100,Brooklyn,Entire home/apt,5,2,1
150,Brooklyn,Private room,2,5,3
300,Brooklyn,Entire home/apt,2,34,1
44,Brooklyn,Private room,2,96,3
139,Brooklyn,Entire home/apt,2,124,1
125,Queens,Entire home/apt,7,3,1
165,Brooklyn,Entire home/apt,4,2,1
50,Brooklyn,Private room,2,15,2
60,Brooklyn,Private room,30,23,8
50,Brooklyn,Private room,2,23,5
110,Brooklyn,Entire home/apt,4,1,4
99,Brooklyn,Private room,1,24,2
89,Brooklyn,Entire home/apt,2,52,2
170,Brooklyn,Entire home/apt,2,8,1
105,Brooklyn,Entire home/apt,14,48,1
60,Brooklyn,Private room,2,9,3
57,Brooklyn,Private room,2,43,7
195,Brooklyn,Entire home/apt,7,0,1
189,Brooklyn,Entire home/apt,8,33,1
175,Brooklyn,Entire home/apt,1,5,2
48,Brooklyn,Private room,1,2,1
70,Brooklyn,Private room,5,25,1
750,Brooklyn,Entire home/apt,1,6,1
79,Brooklyn,Entire home/apt,1,8,2
275,Brooklyn,Entire home/apt,2,66,1
85,Brooklyn,Entire home/apt,180,0,1
42,Brooklyn,Private room,30,0,27
36,Brooklyn,Private room,1,8,1
196,Brooklyn,Entire home/apt,2,232,1
160,Brooklyn,Entire home/apt,3,149,2
38,Brooklyn,Private room,3,1,1
50,Brooklyn,Private room,3,59,1
60,Brooklyn,Private room,30,5,1
424,Brooklyn,Entire home/apt,21,1,1
69,Brooklyn,Private room,5,0,1
50,Brooklyn,Private room,2,2,2
139,Brooklyn,Entire home/apt,2,119,2
95,Brooklyn,Private room,1,21,2
99,Brooklyn,Private room,2,38,2
140,Brooklyn,Entire home/apt,5,17,1
45,Brooklyn,Private room,7,0,1
50,Brooklyn,Private room,3,2,1
140,Brooklyn,Entire home/apt,2,4,1
375,Brooklyn,Entire home/apt,3,6,1
52,Brooklyn,Private room,5,0,1
60,Brooklyn,Private room,15,8,11
89,Brooklyn,Private room,5,28,3
175,Brooklyn,Entire home/apt,3,1,2
54,Brooklyn,Private room,4,4,1
90,Brooklyn,Entire home/apt,1,10,5
65,Brooklyn,Entire home/apt,1,1,1
250,Brooklyn,Entire home/apt,3,22,2
51,Brooklyn,Private room,1,19,8
199,Brooklyn,Entire home/apt,1,6,2
115,Brooklyn,Entire home/apt,2,9,1
115,Brooklyn,Entire home/apt,3,6,1
95,Brooklyn,Entire home/apt,14,5,2
130,Brooklyn,Entire home/apt,7,26,1
69,Queens,Entire home/apt,4,0,1
90,Brooklyn,Entire home/apt,1,14,5
250,Brooklyn,Entire home/apt,3,31,1
250,Brooklyn,Entire home/apt,2,0,1
185,Brooklyn,Entire home/apt,1,1,1
83,Brooklyn,Entire home/apt,1,0,1
70,Brooklyn,Private room,2,28,1
51,Brooklyn,Private room,5,13,1
118,Brooklyn,Entire home/apt,3,20,1
50,Queens,Private room,1,1,2
200,Brooklyn,Entire home/apt,2,6,1
260,Brooklyn,Entire home/apt,2,1,2
70,Brooklyn,Private room,2,57,3
70,Brooklyn,Private room,3,0,1
150,Brooklyn,Entire home/apt,1,197,3
95,Brooklyn,Entire home/apt,1,35,1
450,Brooklyn,Entire home/apt,2,0,1
100,Brooklyn,Entire home/apt,3,1,1
60,Brooklyn,Private room,3,15,3
45,Queens,Private room,3,10,2
160,Brooklyn,Private room,2,0,1
50,Brooklyn,Private room,15,4,2
150,Brooklyn,Entire home/apt,30,12,7
170,Brooklyn,Entire home/apt,3,207,1
80,Brooklyn,Entire home/apt,2,4,1
65,Brooklyn,Private room,2,49,2
60,Brooklyn,Private room,30,1,8
249,Brooklyn,Entire home/apt,3,12,1
45,Brooklyn,Private room,1,0,26
350,Brooklyn,Entire home/apt,30,2,1
120,Brooklyn,Entire home/apt,3,232,1
180,Brooklyn,Entire home/apt,2,0,1
150,Brooklyn,Entire home/apt,7,2,1
43,Brooklyn,Private room,30,0,3
120,Brooklyn,Entire home/apt,2,0,1
120,Brooklyn,Private room,2,0,1
87,Brooklyn,Entire home/apt,2,70,1
80,Brooklyn,Private room,7,57,2
140,Brooklyn,Entire home/apt,4,2,1
125,Brooklyn,Entire home/apt,3,2,1
35,Brooklyn,Private room,10,3,1
800,Brooklyn,Entire home/apt,3,33,1
58,Brooklyn,Private room,1,18,8
58,Brooklyn,Private room,2,6,4
45,Queens,Shared room,1,8,2
156,Brooklyn,Entire home/apt,31,10,1
76,Brooklyn,Private room,1,19,1
450,Brooklyn,Entire home/apt,2,5,1
66,Brooklyn,Private room,1,0,1
49,Brooklyn,Private room,1,77,3
148,Brooklyn,Entire home/apt,2,23,1
200,Brooklyn,Entire home/apt,2,110,1
70,Brooklyn,Private room,2,0,2
265,Brooklyn,Entire home/apt,4,16,1
65,Brooklyn,Private room,3,0,1
47,Brooklyn,Private room,35,1,1
83,Brooklyn,Entire home/apt,1,7,1
55,Brooklyn,Private room,1,10,2
135,Brooklyn,Entire home/apt,2,1,1
75,Brooklyn,Private room,5,13,1
48,Brooklyn,Private room,1,0,1
50,Brooklyn,Private room,20,0,1
250,Brooklyn,Entire home/apt,4,134,1
115,Brooklyn,Entire home/apt,2,0,1
60,Brooklyn,Private room,30,3,8
45,Brooklyn,Private room,2,27,1
75,Brooklyn,Private room,2,12,1
350,Brooklyn,Entire home/apt,2,134,1
150,Brooklyn,Entire home/apt,5,12,1
100,Brooklyn,Entire home/apt,3,7,1
60,Brooklyn,Private room,30,41,8
55,Brooklyn,Private room,2,22,4
60,Brooklyn,Private room,1,1,1
60,Brooklyn,Private room,3,14,1
40,Brooklyn,Private room,5,4,1
55,Brooklyn,Private room,1,4,26
57,Brooklyn,Private room,2,23,4
50,Brooklyn,Private room,1,24,1
100,Brooklyn,Entire home/apt,6,55,1
75,Brooklyn,Private room,2,0,1
69,Queens,Private room,3,0,2
120,Queens,Private room,2,31,1
160,Brooklyn,Entire home/apt,3,38,3
300,Brooklyn,Entire home/apt,2,1,1
100,Brooklyn,Entire home/apt,2,13,1
110,Brooklyn,Entire home/apt,1,0,1
142,Brooklyn,Entire home/apt,6,4,2
65,Brooklyn,Private room,2,21,4
175,Brooklyn,Entire home/apt,5,1,1
500,Brooklyn,Entire home/apt,1,1,2
42,Brooklyn,Private room,30,0,27
60,Brooklyn,Private room,1,17,1
55,Brooklyn,Private room,2,15,2
150,Brooklyn,Entire home/apt,1,8,1
120,Brooklyn,Entire home/apt,2,17,1
69,Brooklyn,Entire home/apt,90,43,1
120,Brooklyn,Entire home/apt,7,0,1
275,Brooklyn,Entire home/apt,2,2,1
150,Brooklyn,Private room,2,6,3
174,Brooklyn,Entire home/apt,2,81,1
159,Brooklyn,Entire home/apt,3,36,2
45,Brooklyn,Private room,1,18,26
188,Brooklyn,Private room,2,0,1
275,Brooklyn,Entire home/apt,1,7,1
200,Brooklyn,Entire home/apt,3,6,1
75,Brooklyn,Entire home/apt,3,3,1
85,Brooklyn,Private room,3,11,1
120,Brooklyn,Entire home/apt,31,1,2
65,Brooklyn,Private room,1,56,2
48,Brooklyn,Private room,7,6,1
55,Brooklyn,Private room,2,3,1
60,Brooklyn,Private room,1,85,4
35,Brooklyn,Private room,28,9,3
120,Brooklyn,Entire home/apt,3,2,1
95,Brooklyn,Private room,1,0,2
47,Brooklyn,Private room,5,10,1
55,Brooklyn,Private room,4,18,1
218,Brooklyn,Entire home/apt,2,70,1
174,Brooklyn,Entire home/apt,3,198,2
42,Brooklyn,Private room,30,2,27
155,Brooklyn,Entire home/apt,25,3,1
100,Brooklyn,Entire home/apt,2,2,2
63,Brooklyn,Private room,5,6,7
150,Brooklyn,Entire home/apt,7,2,2
125,Brooklyn,Entire home/apt,25,0,1
125,Brooklyn,Entire home/apt,5,4,1
35,Brooklyn,Private room,1,1,1
250,Brooklyn,Entire home/apt,3,0,1
45,Brooklyn,Private room,15,3,11
62,Brooklyn,Private room,3,112,3
200,Brooklyn,Entire home/apt,3,0,2
300,Brooklyn,Entire home/apt,29,23,2
34,Brooklyn,Private room,6,81,3
99,Brooklyn,Entire home/apt,3,98,2
100,Brooklyn,Entire home/apt,1,5,1
45,Brooklyn,Private room,2,48,2
37,Brooklyn,Private room,28,6,3
190,Brooklyn,Entire home/apt,1,0,1
125,Brooklyn,Entire home/apt,3,1,1
105,Brooklyn,Entire home/apt,4,22,1
50,Brooklyn,Private room,1,12,1
90,Brooklyn,Entire home/apt,1,2,1
32,Brooklyn,Private room,30,0,1
59,Queens,Private room,2,4,5
200,Brooklyn,Entire home/apt,5,0,1
175,Brooklyn,Entire home/apt,1,0,1
60,Brooklyn,Private room,2,71,2
65,Brooklyn,Private room,3,76,1
65,Brooklyn,Private room,2,15,2
300,Brooklyn,Entire home/apt,2,4,1
150,Brooklyn,Entire home/apt,4,4,1
68,Brooklyn,Private room,1,8,2
50,Brooklyn,Private room,5,1,7
45,Brooklyn,Private room,1,2,26
120,Brooklyn,Entire home/apt,3,1,1
36,Brooklyn,Private room,2,8,26
63,Brooklyn,Private room,12,2,7
40,Brooklyn,Private room,1,1,2
120,Brooklyn,Private room,1,2,1
50,Brooklyn,Private room,5,7,1
50,Brooklyn,Private room,5,39,3
119,Brooklyn,Entire home/apt,6,7,1
220,Brooklyn,Entire home/apt,3,12,1
41,Brooklyn,Private room,2,18,2
110,Brooklyn,Entire home/apt,2,0,1
275,Brooklyn,Entire home/apt,2,18,1
91,Brooklyn,Entire home/apt,2,16,1
40,Brooklyn,Private room,15,3,11
100,Brooklyn,Entire home/apt,3,50,1
200,Brooklyn,Entire home/apt,2,39,1
150,Brooklyn,Entire home/apt,2,7,3
85,Brooklyn,Entire home/apt,10,3,1
100,Brooklyn,Entire home/apt,5,4,1
75,Brooklyn,Private room,2,5,1
42,Brooklyn,Private room,30,0,27
161,Brooklyn,Entire home/apt,2,45,2
40,Brooklyn,Private room,3,5,1
60,Brooklyn,Private room,2,53,2
129,Brooklyn,Entire home/apt,1,0,5
65,Brooklyn,Private room,2,17,4
70,Brooklyn,Private room,2,6,1
63,Brooklyn,Private room,3,15,1
50,Brooklyn,Private room,6,8,1
109,Brooklyn,Entire home/apt,5,2,2
72,Brooklyn,Private room,5,23,7
121,Brooklyn,Entire home/apt,30,1,26
45,Brooklyn,Shared room,2,14,3
45,Brooklyn,Private room,4,49,3
70,Brooklyn,Private room,2,45,3
195,Brooklyn,Entire home/apt,2,5,2
32,Brooklyn,Private room,1,5,2
105,Brooklyn,Entire home/apt,2,80,2
40,Brooklyn,Private room,4,2,1
60,Brooklyn,Entire home/apt,2,146,5
40,Brooklyn,Private room,1,125,6
60,Brooklyn,Private room,2,70,2
60,Brooklyn,Private room,5,0,1
115,Brooklyn,Entire home/apt,2,2,1
250,Brooklyn,Entire home/apt,6,6,1
175,Brooklyn,Entire home/apt,3,46,1
41,Brooklyn,Private room,7,1,1
70,Brooklyn,Private room,2,8,2
99,Brooklyn,Private room,1,1,1
174,Brooklyn,Entire home/apt,2,9,2
99,Brooklyn,Private room,1,15,1
225,Brooklyn,Entire home/apt,4,112,1
50,Brooklyn,Private room,15,2,11
145,Brooklyn,Entire home/apt,2,100,1
55,Brooklyn,Private room,5,2,1
650,Brooklyn,Entire home/apt,5,0,3
65,Brooklyn,Private room,2,25,4
185,Brooklyn,Entire home/apt,3,19,1
100,Brooklyn,Private room,1,1,6
105,Brooklyn,Entire home/apt,1,72,2
65,Brooklyn,Private room,1,42,2
150,Brooklyn,Entire home/apt,4,0,1
124,Brooklyn,Entire home/apt,1,113,1
69,Queens,Private room,3,31,9
160,Brooklyn,Entire home/apt,3,11,1
500,Brooklyn,Entire home/apt,3,0,1
95,Brooklyn,Entire home/apt,29,0,1
79,Brooklyn,Entire home/apt,3,2,1
75,Brooklyn,Private room,2,38,1
36,Brooklyn,Private room,2,7,26
60,Brooklyn,Private room,3,32,3
80,Queens,Private room,1,177,3
115,Brooklyn,Entire home/apt,2,4,1
195,Brooklyn,Entire home/apt,2,0,2
160,Brooklyn,Entire home/apt,3,32,7
42,Brooklyn,Private room,30,0,27
